price,bedrooms,bathrooms,square_feet,amenities_count,pets_allowed_bin,state,cityname,latitude,longitude
973.0,1.0,1.0,509,14,1,FL,Orlando,28.5163,-81.3644
2095.0,2.0,1.0,390,11,1,RI,Providence,41.824,-71.4315
750.0,1.0,1.0,568,1,1,WA,Spokane Valley,47.6485,-117.2657
1475.0,1.0,1.0,663,7,1,NJ,Somerset,40.4993,-74.5214
1650.0,4.0,2.0,1100,4,1,IL,Urbana,40.1171,-88.1889
1200.0,1.0,1.0,840,3,1,IN,Lafayette,40.3613,-86.9005
720.0,1.0,1.0,511,0,0,IL,Champaign,40.1145,-88.2723
1385.0,2.0,1.0,572,1,1,CA,Sacramento,38.5587,-121.432
1007.0,1.0,1.0,735,9,1,MO,Lees Summit,38.9163,-94.3719
1499.0,3.0,2.0,1544,4,1,FL,Jacksonville,30.2989,-81.6324
671.0,1.0,1.0,685,10,1,TX,Orange,30.1213,-93.7711
1910.0,2.0,1.0,745,8,1,CO,Boulder,40.0213,-105.2552
945.0,1.0,1.0,530,0,0,TX,San Antonio,29.4624,-98.5253
1164.0,1.0,1.0,755,2,1,MD,Owings Mills,39.4276,-76.7727
777.0,2.0,1.0,563,10,1,NC,Raleigh,35.823,-78.6438
1055.0,1.0,1.0,550,1,1,FL,Saint Petersburg,27.7873,-82.6772
665.0,1.0,1.0,443,1,1,TX,Houston,29.7714,-95.4343
600.0,1.0,1.0,347,0,1,MO,Saint Louis,38.6274,-90.304
2000.0,2.0,1.0,1220,0,1,WA,Kent,47.3851,-122.1882
799.0,1.0,1.0,500,0,1,OK,Oklahoma City,35.471,-97.5299
1400.0,3.0,2.0,1168,0,0,IL,Edwardsville,38.8098,-89.9522
1915.0,1.0,1.0,760,2,1,IL,Chicago,41.8625,-87.6825
645.0,1.0,1.0,675,0,0,WI,West Bend,43.4182,-88.1681
650.0,1.0,1.0,560,0,1,OH,Bowling Green,41.3712,-83.6212
1795.0,3.0,2.5,1656,0,1,WA,Ridgefield,45.7905,-122.6885
2683.0,1.0,1.0,957,0,0,TN,Nashville,36.137,-86.783
3995.0,3.0,3.0,2831,0,0,OR,Portland,45.5091,-122.6449
850.0,1.0,1.0,685,4,1,ND,Dickinson,46.882,-102.7862
885.0,2.0,1.0,468,0,1,NE,Omaha,41.2562,-96.0404
2395.0,2.0,1.0,900,0,1,DC,Washington,38.9118,-77.0132
1250.0,3.0,2.0,2628,3,0,AR,Fort Smith,35.358,-94.3964
1795.0,1.0,1.0,500,0,0,CA,Carlsbad,33.1201,-117.2858
545.0,2.0,1.0,950,0,0,ND,Arvilla,47.8895,-97.494
3495.0,5.0,2.5,2900,0,0,WI,Madison,43.0724,-89.4003
1195.0,0.0,1.0,300,0,0,WA,Seattle,47.616,-122.3275
595.0,2.0,1.0,792,0,0,MI,Battle Creek,42.3149,-85.1757
6500.0,4.0,4.0,3800,0,0,MD,Annapolis,38.9844,-76.4994
1395.0,3.0,2.0,1550,0,0,ND,Grand Forks,47.9179,-97.0658
1145.0,1.0,1.0,350,0,1,PA,Philadelphia,40.0054,-75.1415
1895.0,4.0,2.5,2132,0,0,WA,Vancouver,45.6558,-122.5888
975.0,1.0,1.0,882,4,1,TX,San Antonio,29.4624,-98.5253
1015.0,2.0,1.0,845,0,1,NE,Omaha,41.2562,-96.0404
1495.0,3.0,2.0,1850,0,1,NE,La Vista,41.1765,-96.0829
1103.0,1.0,1.0,652,3,0,TX,Austin,30.3054,-97.7497
1032.0,1.0,1.0,600,3,0,TX,Austin,30.3054,-97.7497
1729.0,2.0,1.0,448,8,0,TX,Austin,30.3054,-97.7497
920.0,2.0,1.0,420,0,0,TX,Austin,30.3054,-97.7497
1339.0,1.0,1.0,726,5,0,TX,Cedar Park,30.4973,-97.8276
1650.0,3.0,1.5,1250,0,0,WA,University Place,47.2334,-122.5457
1695.0,3.0,1.0,1253,0,1,OH,Cincinnati,39.1679,-84.4933
932.0,1.0,1.0,725,0,1,TX,Pearland,29.5521,-95.307
1500.0,2.0,2.0,1177,0,1,OH,Brunswick,41.2473,-81.8259
2200.0,2.0,1.0,1070,2,1,CA,Hawthorne,33.9136,-118.3527
2795.0,2.0,2.5,1370,0,1,WA,Seattle,47.616,-122.3275
3200.0,4.0,2.5,1474,0,1,CA,Pleasanton,37.6806,-121.8921
3399.0,3.0,2.5,1721,0,1,CA,San Jose,37.3108,-121.8645
1549.0,4.0,2.0,2598,4,1,AZ,Laveen,33.3526,-112.1976
1299.0,4.0,2.0,2200,3,1,GA,Conyers,33.6471,-84.0154
778.0,1.0,1.0,616,0,0,MO,Kansas City,39.0744,-94.5521
1140.0,1.0,1.0,691,6,0,MO,Kansas City,39.0744,-94.5521
949.0,1.0,1.0,625,8,1,FL,Tallahassee,30.4601,-84.2714
891.0,1.0,1.0,832,1,1,OK,Edmond,35.6757,-97.4949
1400.0,2.0,2.0,1140,2,1,IA,Waterloo,42.4869,-92.3426
1160.0,2.0,1.0,338,12,1,FL,Gainesville,29.6533,-82.3656
1225.0,1.0,1.0,450,12,0,TX,College Station,30.5969,-96.3034
960.0,2.0,1.0,752,3,0,IN,West Lafayette,40.4969,-86.9659
1525.0,3.0,2.0,1698,2,1,TX,Burleson,32.5285,-97.3119
995.0,2.0,1.0,1336,0,0,IA,Ames,42.0259,-93.6516
1799.0,4.0,3.0,3740,4,1,AZ,Maricopa,32.9749,-112.0905
900.0,1.0,1.0,701,1,1,AZ,Tucson,32.2264,-110.9438
883.0,1.0,1.0,719,0,1,NE,Bellevue,41.1378,-95.9392
1424.0,3.0,1.0,1050,6,0,MN,Forest Lake,45.2764,-92.9901
850.0,1.0,1.0,770,9,1,OH,Cincinnati,39.1679,-84.4933
715.0,2.0,1.0,740,6,1,MO,Lees Summit,38.9163,-94.3719
1025.0,2.0,1.0,500,5,1,CO,Greeley,40.4146,-104.7321
625.0,1.0,1.0,468,4,0,IL,Urbana,40.1171,-88.1889
1660.0,1.0,1.0,727,6,1,GA,Atlanta,33.7848,-84.3922
2000.0,1.0,1.0,585,11,1,CA,Fremont,37.5444,-121.982
1649.0,1.0,1.0,738,3,1,FL,Tampa,28.0076,-82.4792
1345.0,1.0,1.0,675,1,1,CA,San Bernardino,34.1334,-117.292
1505.0,1.0,1.0,490,4,1,WA,Bellevue,47.5988,-122.1507
1575.0,1.0,1.0,720,3,1,WA,Lake Forest Park,47.7631,-122.2901
1445.0,1.0,1.0,700,9,1,WA,Kent,47.3851,-122.1882
1440.0,2.0,2.0,973,11,1,WA,Federal Way,47.3071,-122.3404
1161.0,1.0,1.0,780,6,1,FL,Tampa,28.0076,-82.4792
1495.0,1.0,1.0,825,10,1,MA,New Bedford,41.6505,-70.9367
946.0,2.0,1.0,720,1,1,MD,Baltimore,39.3191,-76.6126
1570.0,2.0,1.0,582,0,1,PA,Philadelphia,40.0054,-75.1415
950.0,2.0,1.0,650,4,1,MO,Kansas City,39.0744,-94.5521
535.0,1.0,1.0,539,2,1,TX,Houston,29.7714,-95.4343
877.0,1.0,1.0,1003,0,1,TX,Houston,29.7714,-95.4343
1889.0,1.0,1.0,939,5,1,TX,Houston,29.7714,-95.4343
1150.0,1.0,1.0,580,2,1,TX,Houston,29.7714,-95.4343
2350.0,5.0,3.5,2800,0,1,CO,Monument,39.0994,-104.8503
1299.0,0.0,1.0,350,0,1,OR,Portland,45.5091,-122.6449
1250.0,0.0,1.0,228,0,1,WA,Seattle,47.616,-122.3275
825.0,1.0,1.0,550,0,1,TX,Georgetown,30.6505,-97.6809
675.0,1.0,1.0,700,0,1,NE,Omaha,41.2562,-96.0404
8500.0,4.0,3.5,2613,0,0,HI,Kailua,21.3991,-157.7452
1425.0,1.0,1.0,650,0,1,NJ,Parsippany,40.862,-74.4061
830.0,1.0,1.0,727,0,1,GA,Lithonia,33.7147,-84.1355
1750.0,3.0,2.5,2068,0,0,FL,Cocoa Beach,28.3288,-80.6118
595.0,1.0,1.0,300,0,1,CO,Grand Junction,39.0744,-108.5228
2700.0,4.0,3.0,2528,0,1,TX,Georgetown,30.6505,-97.6809
885.0,1.0,1.0,660,0,1,TX,Blanco,30.1051,-98.4216
1130.0,0.0,1.0,490,0,1,OR,Forest Grove,45.5221,-123.1071
1650.0,2.0,2.0,789,0,1,FL,Miami Beach,25.8275,-80.1842
4525.0,3.0,2.5,1884,0,0,MI,Birmingham,42.5447,-83.2141
625.0,1.0,1.0,650,0,1,NE,Omaha,41.2562,-96.0404
595.0,1.0,1.0,615,0,0,AR,Jonesboro,35.8199,-90.7016
1370.0,1.0,1.0,708,0,1,WI,Milwaukee,43.0336,-87.9094
1675.0,2.0,1.0,725,0,1,PA,Philadelphia,40.0054,-75.1415
985.0,1.0,1.0,642,0,1,TX,Austin,30.3054,-97.7497
2200.0,2.0,2.5,1082,0,1,CA,Lemon Grove,32.7331,-117.0332
825.0,1.0,1.0,856,0,1,TX,Fort Worth,32.7407,-97.3394
1895.0,3.0,3.0,1820,0,1,NE,Omaha,41.2562,-96.0404
2047.0,3.0,2.5,1851,0,1,FL,Winter Garden,28.5335,-81.5918
1155.0,1.0,1.0,697,0,0,TX,Leander,30.5104,-97.9027
1210.0,3.0,1.0,597,4,0,TX,Austin,30.3054,-97.7497
1554.0,1.0,1.0,777,4,0,TX,Austin,30.3054,-97.7497
1130.0,1.0,1.0,792,3,0,TX,Austin,30.3054,-97.7497
1125.0,1.0,1.0,658,1,0,TX,Austin,30.3054,-97.7497
1391.0,1.0,1.0,677,0,1,TX,Dallas,32.8212,-96.7853
1050.0,2.0,1.0,508,0,0,TX,Austin,30.3054,-97.7497
2500.0,1.0,1.0,724,6,1,TX,Austin,30.3054,-97.7497
2184.0,1.0,1.0,835,6,1,TX,Austin,30.3054,-97.7497
1950.0,2.0,1.0,975,0,1,PA,Philadelphia,40.0054,-75.1415
2186.0,1.0,1.0,843,0,1,TX,Dallas,32.8212,-96.7853
930.0,1.0,1.0,610,3,0,TX,Austin,30.3054,-97.7497
999.0,1.0,1.0,522,0,1,PA,Doylestown,40.3325,-75.1166
1650.0,3.0,1.0,750,0,1,IL,Chicago,41.8625,-87.6825
1545.0,2.0,1.5,885,0,0,UT,Provo,40.2355,-111.6479
1899.0,3.0,2.0,1307,0,0,FL,Fernandina Beach,30.6378,-81.4612
1950.0,2.0,2.0,1070,1,1,IL,Chicago,41.8625,-87.6825
2990.0,1.0,1.0,794,4,1,MI,Detroit,42.3882,-83.1122
2350.0,2.0,2.5,1451,0,1,CA,Sacramento,38.5587,-121.432
2195.0,2.0,1.0,816,2,1,CA,Long Beach,33.8056,-118.1696
3850.0,4.0,3.0,2440,0,0,CA,Gilroy,37.0199,-121.5728
2990.0,1.0,1.0,661,5,1,MI,Detroit,42.3882,-83.1122
6300.0,5.0,2.0,2100,0,0,MA,Brookline,42.3368,-71.1267
1230.0,2.0,1.0,457,4,0,ID,Boise,43.6046,-116.2475
1395.0,1.0,1.0,500,2,1,IL,Chicago,41.8625,-87.6825
2295.0,1.0,1.0,332,2,1,CA,San Francisco,37.7599,-122.4379
1199.0,3.0,2.0,1200,2,1,SC,Columbia,34.0505,-81.0098
646.0,1.0,1.0,656,3,1,ID,Meridian,43.609,-116.3988
895.0,1.0,1.0,690,1,0,TX,San Antonio,29.4624,-98.5253
884.0,1.0,1.0,622,1,0,TX,San Antonio,29.4624,-98.5253
640.0,1.0,1.0,530,5,1,IA,Davenport,41.5486,-90.5922
1756.0,1.0,1.0,862,6,1,RI,Providence,41.824,-71.4315
1900.0,4.0,2.0,1150,0,0,IL,Urbana,40.1171,-88.1889
1209.0,1.0,1.0,500,6,0,OR,Eugene,44.041,-123.1254
1568.0,2.0,2.0,828,0,1,PA,State College,40.7985,-77.8612
1180.0,1.0,1.0,664,7,1,IN,Mishawaka,41.665,-86.1592
900.0,2.0,1.0,551,9,1,MN,Rochester,44.0346,-92.468
1040.0,2.0,1.0,470,2,0,IN,West Lafayette,40.4969,-86.9659
960.0,3.0,3.0,1470,4,1,IN,West Lafayette,40.4969,-86.9659
820.0,2.0,1.0,916,6,0,ND,Grand Forks,47.9179,-97.0658
1440.0,4.0,2.0,1832,0,1,KS,Manhattan,39.1984,-96.6052
1299.0,3.0,2.0,1358,4,1,AZ,Glendale,33.5944,-112.1837
1631.0,2.0,1.0,499,3,1,CA,Long Beach,33.8056,-118.1696
1020.0,1.0,1.0,740,2,1,AZ,Peoria,33.6047,-112.2456
1125.0,1.0,1.0,676,10,1,OH,Columbus,39.985,-83.0728
1211.0,1.0,1.0,866,6,1,NC,Morrisville,35.8269,-78.8335
1010.0,2.0,2.0,1100,5,0,NC,Charlotte,35.2016,-80.8124
1675.0,1.0,1.0,682,0,0,CA,Fountain Valley,33.7166,-117.9446
1500.0,3.0,2.0,1382,6,1,MO,Lees Summit,38.9163,-94.3719
944.0,2.0,1.0,1125,11,1,IN,Indianapolis,39.7953,-86.1387
950.0,3.0,1.0,680,0,1,TN,Antioch,36.0402,-86.6385
1004.0,2.0,2.0,912,4,1,TN,Spring Hill,35.753,-86.8832
3795.0,1.0,1.0,648,1,1,CA,San Francisco,37.7599,-122.4379
1875.0,1.0,1.0,732,5,1,WA,Bellevue,47.5988,-122.1507
1050.0,2.0,1.0,579,3,1,TX,Dallas,32.8212,-96.7853
1499.0,3.0,2.0,1665,1,1,NC,Charlotte,35.2016,-80.8124
1495.0,0.0,1.0,138,1,0,CA,San Francisco,37.7599,-122.4379
791.0,1.0,1.0,717,11,1,MO,Ballwin,38.5855,-90.5365
1417.0,1.0,1.0,840,0,1,TX,Houston,29.7714,-95.4343
1109.0,1.0,1.0,678,7,1,TX,Houston,29.7714,-95.4343
1695.0,3.0,2.5,1542,0,1,ND,Bismarck,46.8013,-100.7562
2795.0,2.0,2.0,900,0,1,CA,Los Angeles,34.0372,-118.2972
950.0,2.0,2.0,1500,0,0,AL,Jacksonville,33.8297,-85.7759
875.0,2.0,1.0,950,0,1,OK,Oklahoma City,35.471,-97.5299
2595.0,2.0,2.0,1025,0,1,CA,Los Angeles,34.0372,-118.2972
1499.0,2.0,1.0,540,0,0,CA,Duarte,34.1383,-117.9635
4500.0,1.0,1.0,769,0,1,CA,San Francisco,37.7599,-122.4379
1400.0,3.0,2.0,1285,0,1,NC,Clayton,35.6101,-78.4715
1025.0,1.0,1.0,545,0,1,UT,Salt Lake City,40.7061,-111.9048
1450.0,2.0,1.0,1215,4,1,MO,Saint Louis,38.6274,-90.304
750.0,1.0,1.0,734,0,1,ID,Chubbuck,42.9373,-112.4885
2540.0,2.0,1.0,1500,0,1,CO,Denver,39.736,-104.9819
2600.0,1.0,1.0,800,0,0,CA,Oakland,37.7904,-122.2151
1595.0,1.0,1.0,642,0,0,CA,Santa Clarita,34.431,-118.5222
1750.0,1.0,1.0,720,0,1,OR,Portland,45.5091,-122.6449
2150.0,3.0,2.0,2120,0,1,FL,Tampa,28.0076,-82.4792
995.0,3.0,2.0,1120,0,1,ND,Grand Forks,47.9179,-97.0658
1265.0,3.0,2.0,1800,0,1,MO,Saint Louis,38.6274,-90.304
1595.0,1.0,1.5,700,0,1,WA,Seattle,47.616,-122.3275
695.0,2.0,1.0,900,0,0,SD,Brandon,43.5884,-96.5752
825.0,1.0,1.0,621,0,0,NY,Troy,42.7509,-73.6189
1995.0,2.0,2.0,1601,0,0,ID,Boise,43.6046,-116.2475
850.0,0.0,1.0,400,0,1,TX,Houston,29.7714,-95.4343
1050.0,2.0,1.0,1100,0,1,NE,Omaha,41.2562,-96.0404
873.0,1.0,1.0,820,4,1,GA,Macon,32.833,-83.6723
925.0,1.0,1.0,670,0,1,NE,Omaha,41.2562,-96.0404
1650.0,2.0,1.0,1200,0,1,IL,Chicago,41.8625,-87.6825
989.0,1.0,1.0,791,3,0,TX,Austin,30.3054,-97.7497
605.0,1.0,1.0,717,0,1,KY,Paducah,37.034,-88.6479
1285.0,2.0,1.0,850,0,1,OR,Oregon City,45.3402,-122.5586
1400.0,0.0,1.0,355,0,1,CA,Los Angeles,34.0372,-118.2972
1595.0,1.0,1.0,600,0,1,CA,Los Angeles,34.0372,-118.2972
1195.0,1.0,1.0,650,3,0,TX,Austin,30.3054,-97.7497
1600.0,1.0,1.0,877,4,0,TX,Austin,30.3054,-97.7497
1656.0,1.0,1.0,705,0,0,TN,Nashville,36.137,-86.783
1035.0,1.0,1.0,766,4,0,TX,Austin,30.3054,-97.7497
972.0,1.0,1.0,892,0,0,TX,Round Rock,30.5118,-97.6873
1027.0,1.0,1.0,677,3,0,TX,Austin,30.3054,-97.7497
1350.0,0.0,1.0,500,0,0,CA,Tustin,33.7363,-117.8131
1035.0,1.0,1.0,660,0,0,TX,Leander,30.5104,-97.9027
2017.0,1.0,1.0,671,6,1,TX,Austin,30.3054,-97.7497
800.0,2.0,1.0,430,3,0,TX,Austin,30.3054,-97.7497
1065.0,1.0,1.5,1145,0,1,SD,Sioux Falls,43.5329,-96.7265
897.0,2.0,1.0,450,3,0,TX,Austin,30.3054,-97.7497
1739.0,2.0,2.5,1438,0,0,TX,Pflugerville,30.4433,-97.6282
1250.0,2.0,1.0,552,0,1,TX,San Antonio,29.4624,-98.5253
2800.0,3.0,3.5,2232,0,1,FL,Jacksonville,30.2989,-81.6324
2350.0,3.0,2.0,1857,0,1,CO,Aurora,39.6828,-104.8078
2000.0,3.0,2.0,1198,0,1,CA,San Jose,37.3108,-121.8645
795.0,1.0,1.0,737,0,1,TX,San Antonio,29.4624,-98.5253
1280.0,1.0,1.0,700,1,1,CA,Sacramento,38.5587,-121.432
2199.0,2.0,2.0,764,0,1,WA,Seattle,47.616,-122.3275
1050.0,1.0,1.0,362,0,1,IL,Chicago,41.8625,-87.6825
2800.0,1.0,1.0,850,0,0,CA,Oakland,37.7904,-122.2151
1730.0,1.0,1.0,606,0,1,TX,Dallas,32.8212,-96.7853
900.0,1.0,1.0,677,3,1,TX,Austin,30.3054,-97.7497
955.0,1.0,1.0,625,3,1,TX,Pflugerville,30.4433,-97.6282
1600.0,2.0,1.0,1400,0,1,IL,Chicago,41.8625,-87.6825
1125.0,1.0,1.0,642,4,1,TX,Austin,30.3054,-97.7497
2499.0,2.0,2.0,1590,1,0,CA,North Hollywood,34.1881,-118.3905
2400.0,4.0,3.0,2516,0,0,FL,Orlando,28.5163,-81.3644
2640.0,1.0,1.0,600,4,1,MI,Detroit,42.3882,-83.1122
3388.0,1.0,1.0,960,0,0,CA,Hillsborough,37.567,-122.3657
1990.0,2.0,2.0,900,6,1,IL,Chicago,41.8625,-87.6825
1399.0,3.0,2.0,1713,5,1,AZ,Glendale,33.5944,-112.1837
1599.0,3.0,2.0,1413,0,1,NC,Charlotte,35.2016,-80.8124
809.0,1.0,1.0,653,8,1,TX,Humble,30.0021,-95.2555
1399.0,4.0,2.0,1633,4,1,GA,Acworth,34.0656,-84.6658
1489.0,1.0,1.0,940,11,1,CO,Lakewood,39.6894,-105.1119
690.0,1.0,1.0,730,6,1,NE,Omaha,41.2562,-96.0404
937.0,1.0,1.0,752,9,1,LA,Gonzales,30.245,-90.9169
740.0,1.0,1.0,750,7,1,LA,Baton Rouge,30.4415,-91.1012
565.0,2.0,2.0,900,11,1,TX,Weslaco,26.1596,-97.989
1009.0,1.0,1.0,826,11,1,FL,Altamonte Springs,28.6658,-81.3932
1565.0,2.0,1.0,921,0,1,TN,Franklin,35.9393,-86.8716
700.0,2.0,1.0,748,10,1,IA,Des Moines,41.5927,-93.6276
725.0,2.0,1.0,800,4,0,IA,West Des Moines,41.5835,-93.7597
960.0,3.0,1.0,1050,0,1,IL,Champaign,40.1145,-88.2723
850.0,1.0,1.0,273,6,1,IN,Bloomington,39.1471,-86.5136
725.0,1.0,1.0,600,5,1,IN,Bloomington,39.1471,-86.5136
800.0,3.0,1.0,500,8,1,NC,Greenville,35.6066,-77.3928
600.0,1.0,1.0,660,6,1,TX,Abilene,32.4418,-99.7494
386.0,1.0,1.0,375,3,1,WI,Edgerton,42.8224,-89.0658
850.0,2.0,2.0,1067,2,1,WI,Mosinee,44.7897,-89.6859
799.0,0.0,1.0,375,5,0,IN,West Lafayette,40.4969,-86.9659
750.0,2.0,1.0,550,7,1,IN,Lafayette,40.3613,-86.9005
799.0,1.0,1.0,400,4,0,IN,West Lafayette,40.4969,-86.9659
1525.0,4.0,2.0,1868,8,1,NC,Garner,35.687,-78.6082
2010.0,2.0,2.0,930,0,0,CA,Placentia,33.8726,-117.8546
1245.0,2.0,1.0,530,11,1,MN,Plymouth,45.0201,-93.4623
1070.0,1.0,1.0,800,11,1,MN,Eagan,44.8461,-93.1596
1450.0,1.0,1.0,510,9,1,OR,Portland,45.5091,-122.6449
1360.0,1.0,1.0,624,6,1,WA,Vancouver,45.6558,-122.5888
720.0,1.0,1.0,600,8,1,OH,Hamilton,39.397,-84.5558
820.0,1.0,1.0,460,1,1,CO,Colorado Springs,38.8562,-104.772
1200.0,2.0,1.0,350,12,1,MA,Haverhill,42.7742,-71.0937
895.0,1.0,1.0,606,3,1,AK,Anchorage,61.1723,-149.8414
955.0,2.0,1.0,380,0,1,AK,Anchorage,61.1723,-149.8414
1250.0,2.0,2.0,1025,2,1,AK,Anchorage,61.1723,-149.8414
1397.0,2.0,1.0,913,10,1,WA,Tacoma,47.2154,-122.4608
1030.0,2.0,1.0,745,9,1,GA,Athens,33.9481,-83.3788
902.0,1.0,1.0,384,1,1,IL,Chicago,41.8625,-87.6825
1212.0,1.0,1.0,723,9,1,TX,Dallas,32.8212,-96.7853
1450.0,2.0,1.0,410,2,1,VA,Fort Belvoir,38.7128,-77.1561
938.0,1.0,1.0,688,10,1,GA,College Park,33.6194,-84.4886
3095.0,1.0,1.0,432,2,1,CA,San Francisco,37.7599,-122.4379
1326.0,1.0,1.0,580,0,1,CO,Lakewood,39.6894,-105.1119
1034.0,1.0,1.0,651,3,1,GA,Lawrenceville,33.9569,-84.0214
635.0,3.0,1.0,520,6,1,TX,Abilene,32.4418,-99.7494
1675.0,1.0,1.0,967,11,1,TX,Odessa,31.8666,-102.3901
1538.0,2.0,1.0,481,11,1,CO,Denver,39.736,-104.9819
1410.0,1.0,1.0,651,8,1,VA,Alexandria,38.7999,-77.1072
941.0,1.0,1.0,627,2,1,MD,Baltimore,39.3191,-76.6126
1365.0,1.0,1.0,617,2,1,AZ,Phoenix,33.5178,-112.0848
1012.0,1.0,1.0,646,1,0,TX,San Antonio,29.4624,-98.5253
959.0,1.0,1.0,774,7,0,TX,San Antonio,29.4602,-98.6876
1192.0,1.0,1.0,593,0,0,TX,Houston,29.7714,-95.4343
2095.0,1.0,1.0,798,0,1,CA,Santa Rosa,38.4498,-122.7129
1100.0,2.0,1.5,812,0,0,TX,Austin,30.3054,-97.7497
1095.0,0.0,1.0,231,0,1,WA,Seattle,47.616,-122.3275
1350.0,1.0,1.0,557,0,0,PA,Philadelphia,40.0054,-75.1415
1210.0,1.0,1.0,1166,0,1,TX,Horseshoe Bay,30.5797,-98.2721
965.0,1.0,1.0,700,0,1,IA,Ames,42.0259,-93.6516
750.0,1.0,1.0,750,4,1,MI,Clarkston,42.7445,-83.4085
1785.0,1.0,1.0,800,5,1,CA,Woodland Hills,34.1677,-118.6141
925.0,1.0,1.0,500,0,1,UT,Salt Lake City,40.7061,-111.9048
1950.0,2.0,2.0,1100,0,1,SC,Florence,34.1751,-79.7643
1895.0,3.0,1.0,1100,0,1,OR,Portland,45.5091,-122.6449
2095.0,1.0,1.0,700,0,0,CA,Oakland,37.7904,-122.2151
2350.0,2.0,1.0,700,0,0,CA,Oakland,37.7904,-122.2151
